name,category,lat,lng,distance,house_id
경암동철길마을,가볼만한곳,35.981300930084565,126.73620910230106,1824,23
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,701,23
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,1040,23
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,1159,23
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,995,23
경암동철길마을 관광안내소,가볼만한곳,35.981383994771,126.737099216136,1904,23
해망굴,가볼만한곳,35.9913180812321,126.704849620425,1492,23
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,900,23
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,1227,23
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,1152,23
월명산,가볼만한곳,35.98252204742429,126.70265581907687,1208,23
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,990,23
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,808,23
조선은행,가볼만한곳,35.9892535183954,126.714221192099,889,23
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,628,23
군산시공영주차장,주차장,35.9812263159995,126.714631573098,122,23
월명동3 주차장,주차장,35.9812588761408,126.714680244275,118,23
미원광장 공영주차장,주차장,35.9790590383293,126.715850181368,256,23
흥남동3 주차장,주차장,35.9785467953522,126.715705657334,314,23
삼학동3 주차장,주차장,35.9793351497183,126.713715859554,304,23
월명동4 주차장,주차장,35.9813428683527,126.713619901875,213,23
안동집 주차장,주차장,35.9820773571079,126.713235807541,259,23
