name,category,lat,lng,distance,house_id
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,1151,0
롯데슈퍼프레시 군산소룡점,마트,35.9806640679822,126.678339751528,1797,0
탑마트,마트,35.97071062931972,126.69481740724035,1835,0
다온마트,마트,35.989066560214134,126.69751463164782,224,0
코렉스마트물류센터,마트,35.9854971555393,126.692345322745,425,0
일등마트,마트,35.984902630839116,126.70722766282124,992,0
한솔마트,마트,35.9794507636855,126.704893814138,1139,0
코사마트 월명점,마트,35.9847190190735,126.70695666661037,975,0
금강 정육마트,마트,35.9797753464322,126.704950263669,1116,0
동신마트,마트,35.9872241781825,126.706847601044,925,0
축복마트,마트,35.9798515745783,126.69935272079,851,0
코렉스마트주차장,마트,35.9911257686757,126.70876276595,1181,0
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,1349,0
컴퓨터할인마트,마트,35.9773755424716,126.703925819579,1274,0
군산D.C마트,마트,35.9843296750522,126.709918789459,1243,0
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,1554,0
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,1423,0
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,1390,0
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,1491,0
해망굴,가볼만한곳,35.9913180812321,126.704849620425,874,0
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,1599,0
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,677,0
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1261,0
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,748,0
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1187,0
월명산,가볼만한곳,35.98252204742429,126.70265581907687,753,0
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,1324,0
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,1573,0
조선은행,가볼만한곳,35.9892535183954,126.714221192099,1606,0
수시탑,가볼만한곳,35.989782775471,126.703546782706,690,0
해신동11 주차장,주차장,35.9868197983076,126.69644757035,43,0
희망루아파트 지상주차장,주차장,35.9877758203427,126.697802332772,127,0
희망루아파트 지하주차장,주차장,35.9887974727952,126.698023549836,220,0
해신동8 주차장,주차장,35.9854113610547,126.695454968783,222,0
해신동4 주차장,주차장,35.9864298560572,126.704872262841,752,0
월명공원주차장,주차장,35.97999899103254,126.69564607324003,802,0
해신동3 주차장,주차장,35.987587681738,126.705134090579,772,0
금동공영주차장,주차장,35.9896810778442,126.706168708926,907,0
월명동3 주차장,주차장,35.9803768442022,126.69893381423,785,0
해신동7 주차장,주차장,35.9925200277,126.703997878698,892,0
월명동2 주차장,주차장,35.9794057409206,126.696954966572,864,0
시청광장 주차장,주차장,35.98776220923,126.711680493942,1362,0
군산근대역사박물관 주차장,주차장,35.9904119240016,126.713223390125,1542,0
해신동주민센터 주차장,주차장,35.989526122396,126.707667465244,1032,0
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,1090,0
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,532,1
더탑마트,마트,35.9774854873357,126.715851386631,1408,1
일등마트,마트,35.984902630839116,126.70722766282124,277,1
다온마트,마트,35.989066560214134,126.69751463164782,748,1
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,660,1
코사마트 월명점,마트,35.9847190190735,126.70695666661037,281,1
코렉스마트주차장,마트,35.9911257686757,126.70876276595,558,1
한솔마트,마트,35.9794507636855,126.704893814138,828,1
군산D.C마트,마트,35.9843296750522,126.709918789459,499,1
동신마트,마트,35.9872241781825,126.706847601044,136,1
하늘마트,마트,35.9835254835231,126.711292282515,651,1
금강 정육마트,마트,35.9797753464322,126.704950263669,792,1
앨트종합마트,마트,35.9834183216938,126.71020599258,582,1
종합가구할인마트,마트,35.9864175137364,126.71581160134,941,1
완도수산활어마트,마트,35.992423431840386,126.70723647082893,634,1
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,762,1
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,692,1
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,701,1
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,746,1
해망굴,가볼만한곳,35.9913180812321,126.704849620425,491,1
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,832,1
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,119,1
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,71,1
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1701,1
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1762,1
월명산,가볼만한곳,35.98252204742429,126.70265581907687,545,1
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,535,1
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,825,1
조선은행,가볼만한곳,35.9892535183954,126.714221192099,838,1
수시탑,가볼만한곳,35.989782775471,126.703546782706,359,1
해신동4 주차장,주차장,35.9864298560572,126.704872262841,70,1
해신동3 주차장,주차장,35.987587681738,126.705134090579,78,1
금동공영주차장,주차장,35.9896810778442,126.706168708926,315,1
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,370,1
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,393,1
해신동주민센터 주차장,주차장,35.989526122396,126.707667465244,355,1
영화주차장,주차장,35.989154429627,126.708991799105,409,1
시청광장 주차장,주차장,35.98776220923,126.711680493942,575,1
금강주차장,주차장,35.983219455883,126.70847247109,495,1
군산근대역사박물관 주차장,주차장,35.9904119240016,126.713223390125,806,1
주차장,주차장,35.989513024026216,126.71044208814281,539,1
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,561,1
빈해원 주차장,주차장,35.9887769531663,126.713921281175,797,1
월명동13 주차장,주차장,35.9859861169363,126.713660786077,753,1
코렉스마트주차장,주차장,35.9911257686757,126.70876276595,558,1
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,202,2
더탑마트,마트,35.9774854873357,126.715851386631,1759,2
코렉스마트주차장,마트,35.9911257686757,126.70876276595,228,2
다온마트,마트,35.989066560214134,126.69751463164782,824,2
일등마트,마트,35.984902630839116,126.70722766282124,713,2
완도수산활어마트,마트,35.992423431840386,126.70723647082893,155,2
코사마트 월명점,마트,35.9847190190735,126.70695666661037,731,2
동신마트,마트,35.9872241781825,126.706847601044,453,2
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,1034,2
군산D.C마트,마트,35.9843296750522,126.709918789459,840,2
종합가구할인마트,마트,35.9864175137364,126.71581160134,1018,2
하늘마트,마트,35.9835254835231,126.711292282515,974,2
앨트종합마트,마트,35.9834183216938,126.71020599258,943,2
한솔마트,마트,35.9794507636855,126.704893814138,1318,2
금강 정육마트,마트,35.9797753464322,126.704950263669,1282,2
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,805,2
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,529,2
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,451,2
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,607,2
해망굴,가볼만한곳,35.9913180812321,126.704849620425,125,2
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,743,2
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,542,2
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,551,2
월명산,가볼만한곳,35.98252204742429,126.70265581907687,1024,2
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,682,2
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,613,2
조선은행,가볼만한곳,35.9892535183954,126.714221192099,754,2
수시탑,가볼만한곳,35.989782775471,126.703546782706,294,2
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,782,2
순대국밥거리,가볼만한곳,35.9838076419368,126.720070123366,1497,2
금동공영주차장,주차장,35.9896810778442,126.706168708926,178,2
주차장,주차장,35.99154820400572,126.70792172205344,154,2
코렉스마트주차장,주차장,35.9911257686757,126.70876276595,228,2
해신동주민센터 주차장,주차장,35.989526122396,126.707667465244,233,2
영화주차장,주차장,35.989154429627,126.708991799105,342,2
해신동7 주차장,주차장,35.9925200277,126.703997878698,244,2
해신동2 주차장,주차장,35.9933627806935,126.706607525735,232,2
해신동3 주차장,주차장,35.987587681738,126.705134090579,422,2
해신동9 주차장,주차장,35.9936068162951,126.704690270248,292,2
주차장,주차장,35.989513024026216,126.71044208814281,426,2
용궁수산물센터주차장,주차장,35.9900313722032,126.710873793386,440,2
공영주차장,주차장,35.9900229797068,126.71113110038,462,2
월명동10 주차장,주차장,35.9901298686052,126.711356936782,479,2
군산근대역사박물관 주차장,주차장,35.9908272052256,126.711641617427,490,2
군산근대역사박물관 주차장,주차장,35.9904119240016,126.713223390125,637,2
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,546,3
더탑마트,마트,35.9774854873357,126.715851386631,1111,3
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1832,3
진포마트,마트,35.9731249307333,126.721840764369,1814,3
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,402,3
일등마트,마트,35.984902630839116,126.70722766282124,269,3
군산D.C마트,마트,35.9843296750522,126.709918789459,207,3
코사마트 월명점,마트,35.9847190190735,126.70695666661037,301,3
종합가구할인마트,마트,35.9864175137364,126.71581160134,546,3
하늘마트,마트,35.9835254835231,126.711292282515,326,3
코렉스마트주차장,마트,35.9911257686757,126.70876276595,554,3
한솔마트,마트,35.9794507636855,126.704893814138,867,3
앨트종합마트,마트,35.9834183216938,126.71020599258,310,3
해누리식자재마트,마트,35.978076437319,126.710465019186,903,3
동신마트,마트,35.9872241781825,126.706847601044,286,3
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,390,3
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,481,3
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,557,3
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,497,3
해망굴,가볼만한곳,35.9913180812321,126.704849620425,720,3
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,525,3
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,515,3
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,445,3
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1968,3
월명산,가볼만한곳,35.98252204742429,126.70265581907687,759,3
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,203,3
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,557,3
조선은행,가볼만한곳,35.9892535183954,126.714221192099,526,3
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,200,3
수시탑,가볼만한곳,35.989782775471,126.703546782706,687,3
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,83,3
시청광장 주차장,주차장,35.98776220923,126.711680493942,245,3
월명동13 주차장,주차장,35.9859861169363,126.713660786077,352,3
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,235,3
명산시장공영주차장,주차장,35.9827630758538,126.710558784441,387,3
빈해원 주차장,주차장,35.9887769531663,126.713921281175,471,3
영화주차장,주차장,35.989154429627,126.708991799105,335,3
주차장,주차장,35.989513024026216,126.71044208814281,373,3
해신동4 주차장,주차장,35.9864298560572,126.704872262841,441,3
금강주차장,주차장,35.983219455883,126.70847247109,350,3
영화유료주차장,주차장,35.988216266448,126.713116008208,376,3
월명동1 주차장,주차장,35.9845043341135,126.713595171946,393,3
해신동3 주차장,주차장,35.987587681738,126.705134090579,444,3
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,463,3
월명동10 주차장,주차장,35.9901298686052,126.711356936782,459,3
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,535,4
더탑마트,마트,35.9774854873357,126.715851386631,1243,4
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1901,4
진포마트,마트,35.9731249307333,126.721840764369,1962,4
일등마트,마트,35.984902630839116,126.70722766282124,152,4
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,496,4
코사마트 월명점,마트,35.9847190190735,126.70695666661037,175,4
군산D.C마트,마트,35.9843296750522,126.709918789459,320,4
한솔마트,마트,35.9794507636855,126.704893814138,787,4
다온마트,마트,35.989066560214134,126.69751463164782,934,4
코렉스마트주차장,마트,35.9911257686757,126.70876276595,553,4
하늘마트,마트,35.9835254835231,126.711292282515,472,4
동신마트,마트,35.9872241781825,126.706847601044,112,4
종합가구할인마트,마트,35.9864175137364,126.71581160134,767,4
금강 정육마트,마트,35.9797753464322,126.704950263669,751,4
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,601,4
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,600,4
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,640,4
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,640,4
해망굴,가볼만한곳,35.9913180812321,126.704849620425,601,4
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,702,4
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,294,4
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,223,4
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1790,4
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1879,4
월명산,가볼만한곳,35.98252204742429,126.70265581907687,590,4
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,385,4
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,712,4
조선은행,가볼만한곳,35.9892535183954,126.714221192099,706,4
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,422,4
해신동4 주차장,주차장,35.9864298560572,126.704872262841,219,4
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,215,4
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,206,4
시청광장 주차장,주차장,35.98776220923,126.711680493942,428,4
해신동3 주차장,주차장,35.987587681738,126.705134090579,243,4
금동공영주차장,주차장,35.9896810778442,126.706168708926,391,4
영화주차장,주차장,35.989154429627,126.708991799105,353,4
금강주차장,주차장,35.983219455883,126.70847247109,355,4
해신동주민센터 주차장,주차장,35.989526122396,126.707667465244,362,4
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,445,4
주차장,주차장,35.989513024026216,126.71044208814281,457,4
명산시장공영주차장,주차장,35.9827630758538,126.710558784441,488,4
월명동13 주차장,주차장,35.9859861169363,126.713660786077,574,4
군산근대역사박물관 주차장,주차장,35.9904119240016,126.713223390125,704,4
빈해원 주차장,주차장,35.9887769531663,126.713921281175,658,4
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,778,5
더탑마트,마트,35.9774854873357,126.715851386631,1077,5
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1680,5
나이스마트 나운점,마트,35.9686678158413,126.701741032569,1776,5
진포마트,마트,35.9731249307333,126.721840764369,1802,5
탑마트,마트,35.97071062931972,126.69481740724035,1850,5
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,344,5
일등마트,마트,35.984902630839116,126.70722766282124,92,5
한솔마트,마트,35.9794507636855,126.704893814138,550,5
코사마트 월명점,마트,35.9847190190735,126.70695666661037,71,5
군산D.C마트,마트,35.9843296750522,126.709918789459,257,5
금강 정육마트,마트,35.9797753464322,126.704950263669,515,5
해누리식자재마트,마트,35.978076437319,126.710465019186,732,5
하늘마트,마트,35.9835254835231,126.711292282515,384,5
삼학홈마트,마트,35.9776600749237,126.711216073082,804,5
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,712,5
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,803,5
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,861,5
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,829,5
해망굴,가볼만한곳,35.9913180812321,126.704849620425,827,5
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,862,5
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,399,5
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,332,5
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1640,5
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1763,5
월명산,가볼만한곳,35.98252204742429,126.70265581907687,435,5
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,539,5
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,892,5
조선은행,가볼만한곳,35.9892535183954,126.714221192099,862,5
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,489,5
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,111,5
금강주차장,주차장,35.983219455883,126.70847247109,157,5
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,212,5
해신동4 주차장,주차장,35.9864298560572,126.704872262841,328,5
명산시장공영주차장,주차장,35.9827630758538,126.710558784441,345,5
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,260,5
해신동3 주차장,주차장,35.987587681738,126.705134090579,427,5
삼학동2 주차장,주차장,35.9812034751465,126.705184454142,362,5
월명동9 주차장,주차장,35.9821952008757,126.711266080671,431,5
시청광장 주차장,주차장,35.98776220923,126.711680493942,581,5
월명동13 주차장,주차장,35.9859861169363,126.713660786077,629,5
빈해원 주차장,주차장,35.9887769531663,126.713921281175,807,5
군산근대역사박물관 주차장,주차장,35.9904119240016,126.713223390125,894,5
영화주차장,주차장,35.989154429627,126.708991799105,588,5
금동공영주차장,주차장,35.9896810778442,126.706168708926,626,5
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,761,6
더탑마트,마트,35.9774854873357,126.715851386631,1186,6
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1763,6
나이스마트 나운점,마트,35.9686678158413,126.701741032569,1792,6
진포마트,마트,35.9731249307333,126.721840764369,1911,6
탑마트,마트,35.97071062931972,126.69481740724035,1823,6
일등마트,마트,35.984902630839116,126.70722766282124,130,6
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,459,6
한솔마트,마트,35.9794507636855,126.704893814138,563,6
코사마트 월명점,마트,35.9847190190735,126.70695666661037,100,6
군산D.C마트,마트,35.9843296750522,126.709918789459,363,6
금강 정육마트,마트,35.9797753464322,126.704950263669,527,6
다온마트,마트,35.989066560214134,126.69751463164782,911,6
해누리식자재마트,마트,35.978076437319,126.710465019186,820,6
하늘마트,마트,35.9835254835231,126.711292282515,498,6
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,787,6
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,834,6
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,877,6
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,869,6
해망굴,가볼만한곳,35.9913180812321,126.704849620425,765,6
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,918,6
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,299,6
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,239,6
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1571,6
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1678,6
월명산,가볼만한곳,35.98252204742429,126.70265581907687,362,6
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,594,6
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,938,6
조선은행,가볼만한곳,35.9892535183954,126.714221192099,920,6
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,574,6
해신동4 주차장,주차장,35.9864298560572,126.704872262841,236,6
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,210,6
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,303,6
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,335,6
해신동3 주차장,주차장,35.987587681738,126.705134090579,352,6
금강주차장,주차장,35.983219455883,126.70847247109,271,6
명산시장공영주차장,주차장,35.9827630758538,126.710558784441,461,6
삼학동2 주차장,주차장,35.9812034751465,126.705184454142,367,6
시청광장 주차장,주차장,35.98776220923,126.711680493942,637,6
금동공영주차장,주차장,35.9896810778442,126.706168708926,579,6
월명동13 주차장,주차장,35.9859861169363,126.713660786077,721,6
빈해원 주차장,주차장,35.9887769531663,126.713921281175,868,6
영화주차장,주차장,35.989154429627,126.708991799105,590,6
군산근대역사박물관 주차장,주차장,35.9904119240016,126.713223390125,934,6
월명동9 주차장,주차장,35.9821952008757,126.711266080671,546,6
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,1300,7
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1572,7
나이스마트 나운점,마트,35.9686678158413,126.701741032569,1304,7
더탑마트,마트,35.9774854873357,126.715851386631,1267,7
탑마트,마트,35.97071062931972,126.69481740724035,1269,7
진포마트,마트,35.9731249307333,126.721840764369,1941,7
한솔마트,마트,35.9794507636855,126.704893814138,259,7
금강 정육마트,마트,35.9797753464322,126.704950263669,252,7
컴퓨터할인마트,마트,35.9773755424716,126.703925819579,369,7
조양마트,마트,35.9747969271552,126.710871706691,995,7
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,776,7
일등마트,마트,35.984902630839116,126.70722766282124,669,7
해누리식자재마트,마트,35.978076437319,126.710465019186,783,7
삼학홈마트,마트,35.9776600749237,126.711216073082,862,7
코사마트 월명점,마트,35.9847190190735,126.70695666661037,637,7
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,1300,7
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,1388,7
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,1432,7
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,1420,7
해망굴,가볼만한곳,35.9913180812321,126.704849620425,1231,7
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,1457,7
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,718,7
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1068,7
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,707,7
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1237,7
월명산,가볼만한곳,35.98252204742429,126.70265581907687,236,7
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,1134,7
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,1485,7
조선은행,가볼만한곳,35.9892535183954,126.714221192099,1457,7
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,1071,7
월명동1 주차장,주차장,35.9784916922401,126.703367256695,235,7
월명동3 주차장,주차장,35.9803768442022,126.69893381423,300,7
삼학동2 주차장,주차장,35.9812034751465,126.705184454142,277,7
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,552,7
신풍동1 주차장,주차장,35.9763205420604,126.704430918306,494,7
월명공원주차장,주차장,35.97999899103254,126.69564607324003,599,7
월명동2 주차장,주차장,35.9794057409206,126.696954966572,492,7
해신동4 주차장,주차장,35.9864298560572,126.704872262841,707,7
명산시장공영주차장,주차장,35.9827630758538,126.710558784441,791,7
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,701,7
금강주차장,주차장,35.983219455883,126.70847247109,640,7
해신동3 주차장,주차장,35.987587681738,126.705134090579,836,7
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,854,7
신풍동3 주차장,주차장,35.9732164542407,126.701422352095,802,7
삼학동6 주차장,주차장,35.9776786274306,126.708452932909,635,7
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,1357,8
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1564,8
나이스마트 나운점,마트,35.9686678158413,126.701741032569,1257,8
탑마트,마트,35.97071062931972,126.69481740724035,1211,8
더탑마트,마트,35.9774854873357,126.715851386631,1290,8
Y식자재마트 군산나운점,마트,35.96268451590417,126.69635040013488,1985,8
올마트,마트,35.9698839912621,126.683944560852,1968,8
진포마트,마트,35.9731249307333,126.721840764369,1955,8
한솔마트,마트,35.9794507636855,126.704893814138,278,8
금강 정육마트,마트,35.9797753464322,126.704950263669,278,8
컴퓨터할인마트,마트,35.9773755424716,126.703925819579,345,8
조양마트,마트,35.9747969271552,126.710871706691,995,8
해누리식자재마트,마트,35.978076437319,126.710465019186,803,8
우리홈마트 명산점,마트,35.9826077869311,126.71044403154,825,8
일등마트,마트,35.984902630839116,126.70722766282124,727,8
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,1356,8
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,1446,8
옛군산세관,가볼만한곳,35.991075870642184,126.7112359403672,1491,8
군산근대미술관,가볼만한곳,35.98995301457076,126.71277038195265,1478,8
해망굴,가볼만한곳,35.9913180812321,126.704849620425,1283,8
군산근대건축관,가볼만한곳,35.9893398034217,126.714123294154,1514,8
김수미생가,가볼만한곳,35.9867271039269,126.704076072002,772,8
월명호수,가볼만한곳,35.97663913860391,126.69136962041439,1018,8
말랭이마을 스탬프투어,가볼만한곳,35.9864459798514,126.704832282409,763,8
군산 월명공원 무장애나눔길,가볼만한곳,35.9786015077064,126.688727496709,1196,8
월명산,가볼만한곳,35.98252204742429,126.70265581907687,288,8
군산시간여행 관광안내소,가볼만한곳,35.987562046642225,126.71126870566178,1192,8
시간여행마을 관광안내소,가볼만한곳,35.9900903188528,126.713657044939,1543,8
조선은행,가볼만한곳,35.9892535183954,126.714221192099,1514,8
우체통거리,가볼만한곳,35.9859964914028,126.711970794777,1127,8
월명동1 주차장,주차장,35.9784916922401,126.703367256695,214,8
월명동3 주차장,주차장,35.9803768442022,126.69893381423,268,8
삼학동2 주차장,주차장,35.9812034751465,126.705184454142,326,8
신풍동1 주차장,주차장,35.9763205420604,126.704430918306,469,8
월명동2 주차장,주차장,35.9794057409206,126.696954966572,448,8
월명공원주차장,주차장,35.97999899103254,126.69564607324003,562,8
삼학동1 주차장,주차장,35.9822952966393,126.707939190946,603,8
해신동4 주차장,주차장,35.9864298560572,126.704872262841,762,8
월명동 17-22 주차장,주차장,35.9844877681132,126.708216091747,758,8
명산시장공영주차장,주차장,35.9827630758538,126.710558784441,840,8
금강주차장,주차장,35.983219455883,126.70847247109,693,8
신풍동3 주차장,주차장,35.9732164542407,126.701422352095,754,8
해신동3 주차장,주차장,35.987587681738,126.705134090579,891,8
삼학동6 주차장,주차장,35.9776786274306,126.708452932909,646,8
테디베어뮤지엄 군산점 주차장,주차장,35.9855026905027,126.709385557018,911,8
코렉스마트 1호점,마트,35.9910060745605,126.708461567816,1403,9
Y식자재마트 군산수송점,마트,35.97008515037704,126.71420603151881,1451,9
이마트에브리데이 나운동점,마트,35.9613794499908,126.700624417906,1992,9
나이스마트 나운점,마트,35.9686678158413,126.701741032569,1177,9
더탑마트,마트,35.9774854873357,126.715851386631,1199,9
탑마트,마트,35.97071062931972,126.69481740724035,1185,9
Y식자재마트 군산나운점,마트,35.96268451590417,126.69635040013488,1926,9
오픈박스 군산점,마트,35.9652577892755,126.7151978906291,1917,9
진포마트,마트,35.9731249307333,126.721840764369,1853,9
올마트,마트,35.9698839912621,126.683944560852,1987,9
한솔마트,마트,35.9794507636855,126.704893814138,196,9
금강 정육마트,마트,35.9797753464322,126.704950263669,208,9
조양마트,마트,35.9747969271552,126.710871706691,885,9
컴퓨터할인마트,마트,35.9773755424716,126.703925819579,234,9
해누리식자재마트,마트,35.978076437319,126.710465019186,710,9
군산짬뽕특화거리,가볼만한곳,35.9874401730557,126.713815215738,1351,9
군산근대화거리,가볼만한곳,35.99015200138156,126.71194127370222,1467,9
